Name,Coef.,Std. Error,z,Pr(>|z|),Lower 95%,Upper 95%
De,198.7323652834281,14.133879191612142,14.060709207233591,6.621925188197665e-45,171.03047110602816,226.43425946082803
σ,0.10212181588405331,0.004260586044473402,23.968959860937467,5.862078862191026e-127,0.09377122068385145,0.11047241108425516
